artifactType,artifactLabel,domain,competencyLabel,difficulty,priority,candidateCount,sampleQuestionIds,artifactBrief,generationPrompt
"security-audit-log","Security / access / audit evidence","D2","Agentic workflows","advanced","medium","1","NH-FUNCTION-FINANCE-D2-AGENTIC-WORKFLOWS-ADVANCED-02","Realistic access log, vendor questionnaire, permission console, or audit trail with key fields highlighted.","Create a realistic security review artifact with access scopes, actor identity, requested action, approval status, audit timestamps, and one visible control gap."
"security-audit-log","Security / access / audit evidence","D5","Portfolio prioritization","awareness","high","1","NH-FUNCTION-FINANCE-D5-PORTFOLIO-PRIORITIZATION-AWARENESS-02","Realistic access log, vendor questionnaire, permission console, or audit trail with key fields highlighted.","Create a realistic security review artifact with access scopes, actor identity, requested action, approval status, audit timestamps, and one visible control gap."
"security-audit-log","Security / access / audit evidence","D5","Portfolio prioritization","applied","high","1","NH-FUNCTION-FINANCE-D5-PORTFOLIO-PRIORITIZATION-APPLIED-02","Realistic access log, vendor questionnaire, permission console, or audit trail with key fields highlighted.","Create a realistic security review artifact with access scopes, actor identity, requested action, approval status, audit timestamps, and one visible control gap."
"security-audit-log","Security / access / audit evidence","D5","Portfolio prioritization","proficient","high","1","NH-FUNCTION-FINANCE-D5-PORTFOLIO-PRIORITIZATION-PROFICIENT-02","Realistic access log, vendor questionnaire, permission console, or audit trail with key fields highlighted.","Create a realistic security review artifact with access scopes, actor identity, requested action, approval status, audit timestamps, and one visible control gap."
"security-audit-log","Security / access / audit evidence","D4","Fairness, ethics, and rights","applied","high","1","NH-INDUSTRY-PUBLIC-D4-FAIRNESS-ETHICS-APPLIED-04","Realistic access log, vendor questionnaire, permission console, or audit trail with key fields highlighted.","Create a realistic security review artifact with access scopes, actor identity, requested action, approval status, audit timestamps, and one visible control gap."
"security-audit-log","Security / access / audit evidence","D4","Fairness, ethics, and rights","proficient","high","1","NH-INDUSTRY-PUBLIC-D4-FAIRNESS-ETHICS-PROFICIENT-04","Realistic access log, vendor questionnaire, permission console, or audit trail with key fields highlighted.","Create a realistic security review artifact with access scopes, actor identity, requested action, approval status, audit timestamps, and one visible control gap."
"security-audit-log","Security / access / audit evidence","D4","Fairness, ethics, and rights","advanced","high","1","NH-INDUSTRY-PUBLIC-D4-FAIRNESS-ETHICS-ADVANCED-04","Realistic access log, vendor questionnaire, permission console, or audit trail with key fields highlighted.","Create a realistic security review artifact with access scopes, actor identity, requested action, approval status, audit timestamps, and one visible control gap."
"security-audit-log","Security / access / audit evidence","D6","Trust and challenge culture","awareness","high","1","NH-INDUSTRY-PUBLIC-D6-TRUST-CULTURE-AWARENESS-04","Realistic access log, vendor questionnaire, permission console, or audit trail with key fields highlighted.","Create a realistic security review artifact with access scopes, actor identity, requested action, approval status, audit timestamps, and one visible control gap."
"security-audit-log","Security / access / audit evidence","D6","Trust and challenge culture","applied","high","1","NH-INDUSTRY-PUBLIC-D6-TRUST-CULTURE-APPLIED-04","Realistic access log, vendor questionnaire, permission console, or audit trail with key fields highlighted.","Create a realistic security review artifact with access scopes, actor identity, requested action, approval status, audit timestamps, and one visible control gap."
"security-audit-log","Security / access / audit evidence","D6","Trust and challenge culture","proficient","high","1","NH-INDUSTRY-PUBLIC-D6-TRUST-CULTURE-PROFICIENT-04","Realistic access log, vendor questionnaire, permission console, or audit trail with key fields highlighted.","Create a realistic security review artifact with access scopes, actor identity, requested action, approval status, audit timestamps, and one visible control gap."
"security-audit-log","Security / access / audit evidence","D6","Trust and challenge culture","advanced","high","1","NH-INDUSTRY-PUBLIC-D6-TRUST-CULTURE-ADVANCED-04","Realistic access log, vendor questionnaire, permission console, or audit trail with key fields highlighted.","Create a realistic security review artifact with access scopes, actor identity, requested action, approval status, audit timestamps, and one visible control gap."
"workflow-trace","Workflow / agent trace","D1","Core AI concepts","awareness","medium","1","NH-CORE-GENERAL-D1-CORE-CONCEPTS-AWARENESS-06","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D1","Capability boundaries","awareness","medium","1","NH-CORE-GENERAL-D1-CAPABILITY-LIMITS-AWARENESS-06","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D2","Output refinement","awareness","medium","1","NH-CORE-GENERAL-D2-OUTPUT-REFINEMENT-AWARENESS-06","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D2","Output refinement","applied","medium","1","NH-CORE-GENERAL-D2-OUTPUT-REFINEMENT-APPLIED-06","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D2","Output refinement","proficient","medium","1","NH-CORE-GENERAL-D2-OUTPUT-REFINEMENT-PROFICIENT-06","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D3","Media provenance","awareness","medium","1","NH-CORE-GENERAL-D3-MEDIA-PROVENANCE-AWARENESS-06","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D3","Media provenance","applied","high","1","NH-CORE-GENERAL-D3-MEDIA-PROVENANCE-APPLIED-06","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D3","Media provenance","proficient","high","1","NH-CORE-GENERAL-D3-MEDIA-PROVENANCE-PROFICIENT-06","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D3","Fraud and manipulation detection","awareness","high","1","NH-CORE-GENERAL-D3-FRAUD-DETECTION-AWARENESS-06","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D3","Fraud and manipulation detection","applied","high","1","NH-CORE-GENERAL-D3-FRAUD-DETECTION-APPLIED-06","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D3","Fraud and manipulation detection","proficient","high","1","NH-CORE-GENERAL-D3-FRAUD-DETECTION-PROFICIENT-06","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D4","Regulatory and policy fluency","awareness","medium","1","NH-CORE-GENERAL-D4-REGULATORY-POLICY-AWARENESS-06","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
